Product Name,Specifications,Rating,Price,Battery Life,Weight,Webcam,Display Size,Brand,Processor,RAM,DDR,OS,Storage,Display,Warranty,Specification
ASUS Vivobook Go 15 OLED,AMD Ryzen 5 Quad Core Processor 8 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.4,40990,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook Go 15 OLED, Brand: ASUS, Rating: 4.4, Price: ₹40990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: 1 Year Onsite Warranty"
SAMSUNG Galaxy Book4 Metal,Intel Core i 7 Processor (13th Gen)16 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.4,59990,MS Office Provided,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch),SAMSUNG,Intel Core i 7 Processor (13th Gen),16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: SAMSUNG Galaxy Book4 Metal, Brand: SAMSUNG, Rating: 4.4, Price: ₹59990, Processor: Intel Core i 7 Processor (13th Gen), RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: Not found"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
Acer Aspire 3,Intel Celeron Dual Core Processor 8 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,3.9,21990,2 cell,1.3 Kg,"T-Type HD camera, Compatible with Windows only",35.56 cm (14 Inch),Acer,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire 3, Brand: Acer, Rating: 3.9, Price: ₹21990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.3 Kg kg, Warranty: 1 Year Carry-in Warranty"
ASUS Vivobook 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,45990,3 Cell,1.70 kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.2, Price: ₹45990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,4.2,37341,2 Cell,1.7 kg,720p HD Camera with Privacy Shutter,39.62 cm (15.6 inch),Lenovo,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),20211 Year Onsite Warranty,"Product: Lenovo, Brand: Lenovo, Rating: 4.2, Price: ₹37341, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.7 kg kg, Warranty: 20211 Year Onsite Warranty"
ASUS Vivobook 15,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,40990,3 cell,1.7 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.2, Price: ₹40990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.7 Kg kg, Warranty: 1 Year Onsite Warranty"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
CHUWI,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR 4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 256 GB SSD 35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software 1 Year Onsite Warranty",3.7,16490,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch),CHUWI,Intel Celeron Dual Core Processor (11th Gen),8GB,LPDDR,Windows 11,256 GB SSD,35.81 cm (14.1 inch),1 Year Onsite Warranty,"Product: CHUWI, Brand: CHUWI, Rating: 3.7, Price: ₹16490, Processor: Intel Celeron Dual Core Processor (11th Gen), RAM: 8GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.39 kg kg, Warranty: 1 Year Onsite Warranty"
Acer Aspire,Intel Core i 5 Processor (12th Gen)16 GB LPDDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.1,45999,Warranty Summary,1.70 kg,"2MP Camera, Compatible with Windows Only, 1920 x 1080 Resolution, 1080p HD Video",39.62 cm (15.6 inch),Acer,Intel Core i 5 Processor (12th Gen),16 GB,LPDDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: Acer Aspire, Brand: Acer, Rating: 4.1, Price: ₹45999, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.70 kg kg, Warranty: 1 Year Carry-in Warranty"
SAMSUNG Galaxy Book4,Intel Core i 5 Processor (13th Gen)8 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.5,54500,MS Office Provided,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch),SAMSUNG,Intel Core i 5 Processor (13th Gen),8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: SAMSUNG Galaxy Book4, Brand: SAMSUNG, Rating: 4.5, Price: ₹54500, Processor: Intel Core i 5 Processor (13th Gen), RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: Not found"
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
DELL Latitude 3440,Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 inch) DisplayMicrosoft Office 2021 Pro Plus 1 Year Onsite Warranty,4.1,29890,3 cell,1.5 kg,Warranty Summary,35.56 cm (14 inch),DELL,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 inch),1 Year Onsite Warranty,"Product: DELL Latitude 3440, Brand: DELL, Rating: 4.1, Price: ₹29890, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.5 kg kg, Warranty: 1 Year Onsite Warranty"
ASUS Vivobook Go 15 OLED,AMD Ryzen 5 Quad Core Processor 8 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.4,40990,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook Go 15 OLED, Brand: ASUS, Rating: 4.4, Price: ₹40990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: 1 Year Onsite Warranty"
ASUS Vivobook Go 15 OLED,AMD Ryzen 3 Quad Core Processor 8 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.4,34990,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook Go 15 OLED, Brand: ASUS, Rating: 4.4, Price: ₹34990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: 1 Year Onsite Warranty"
DELL MSO'2024,Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20241 Year Onsite Hardware Service,4.2,36490,MS Office Provided,1.62 kg,HD,39.62 cm (15.6 inch),DELL,Intel Core i 3 Processor (13th Gen),8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: DELL MSO'2024, Brand: DELL, Rating: 4.2, Price: ₹36490, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.62 kg kg, Warranty: Not found"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 5 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,62990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.4, Price: ₹62990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
Lenovo Lenovo V15 G3 IAP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.1,39141,Upto 5.3 Hours,1.7 Kg,HD 720p with Privacy Shutter,39.62 cm (15.6 Inch),Lenovo,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: Lenovo Lenovo V15 G3 IAP, Brand: Lenovo, Rating: 4.1, Price: ₹39141, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.7 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5,AMD Ryzen 7 Octa Core Processor 16 GB LPDDR 5X RAMWindows 11 Home Operating System 512 GB SSD 33.78 cm (13.3 inch) Display 1 Year Onsite Warranty,4.6,61190,Integrated 54.7Wh,1.15 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",33.78 cm (13.3 inch),Lenovo,Not found,16 GB,LPDDR,Windows 11 Home,512 GB SSD,33.78 cm (13.3 inch),1 Year Onsite Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: 4.6, Price: ₹61190, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.15 Kg kg, Warranty: 1 Year Onsite Warranty"
HP Backlit,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,44990,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch),HP,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP Backlit, Brand: HP, Rating: 4.3, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,Intel Core Ultra 5 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Touchscreen Display 1 Year Onsite Warranty,4.9,114990,Upto 12.3 Hours,1.46 Kg,Not found,39.62 cm (15.6 Inch),SAMSUNG,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis, Brand: SAMSUNG, Rating: 4.9, Price: ₹114990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.46 Kg kg, Warranty: 1 Year Onsite Warranty"
HP Omen,AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Operating System 1 TB SSD 40.89 cm (16.1 Inch) Display 1 Year Onsite Warranty,4.5,95990,6 cell,2.37 Kg,Camera with Private Shutter,40.89 cm (16.1 Inch),HP,Not found,16 GB,DDR,Windows 11,1 TB SSD,40.89 cm (16.1 Inch),1 Year Onsite Warranty,"Product: HP Omen, Brand: HP, Rating: 4.5, Price: ₹95990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 2.37 Kg kg, Warranty: 1 Year Onsite Warranty"
HP,AMD Ryzen 5 Quad Core Processor 16 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,3.9,40990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP, Brand: HP, Rating: 3.9, Price: ₹40990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC,Intel Core Ultra 5 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 35.56 cm (14 Inch) Display 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.1,73990,Not found,1.46 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 Inch),Lenovo,Not found,16 GB,LPDDR,Windows 11,1 TB SSD,35.56 cm (14 Inch),Not found,"Product: Lenovo IdeaPad Slim 5 WUXGA OLED AI PC, Brand: Lenovo, Rating: 4.1, Price: ₹73990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.46 Kg kg, Warranty: Not found"
Acer Aspire Lite,Intel Core i 5 Processor (12th Gen)16 GB LPDDR 5 RAM 64 bit Windows 11 Home Operating System 1 TB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.1,49990,54 Wh,1.77 Kg,Not found,39.62 cm (15.6 inch),Acer,Intel Core i 5 Processor (12th Gen),16 GB,LPDDR,Windows 11 Home,1 TB SSD,39.62 cm (15.6 inch),Not found,"Product: Acer Aspire Lite, Brand: Acer, Rating: 4.1, Price: ₹49990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.77 Kg kg, Warranty: Not found"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP OMEN,Intel Core i 7 Processor (14th Gen)16 GB DDR 5 RAMWindows 11 Operating System 1 TB SSD 40.89 cm (16.1 inch) Display 1 Year Onsite Warranty,4.1,109990,6 cell,2.32 Kg,HP True Vision 1080p FHD IR camera with temporal noise reduction,40.89 cm (16.1 inch),HP,Intel Core i 7 Processor (14th Gen),16 GB,DDR,Windows 11,1 TB SSD,40.89 cm (16.1 inch),1 Year Onsite Warranty,"Product: HP OMEN, Brand: HP, Rating: 4.1, Price: ₹109990, Processor: Intel Core i 7 Processor (14th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 2.32 Kg kg, Warranty: 1 Year Onsite Warranty"
HP 250R G9,Intel Core i 3 Processor (13th Gen)16 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 YEAR BRAND WARRANTY,4.1,33490,3 Cell,1.57 kg,720p HD camera,39.62 cm (15.6 inch),HP,Intel Core i 3 Processor (13th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP 250R G9, Brand: HP, Rating: 4.1, Price: ₹33490, Processor: Intel Core i 3 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.57 kg kg, Warranty: Not found"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
CHUWI,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR 4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 256 GB SSD 35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software 1 Year Onsite Warranty",3.7,16490,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch),CHUWI,Intel Celeron Dual Core Processor (11th Gen),8GB,LPDDR,Windows 11,256 GB SSD,35.81 cm (14.1 inch),1 Year Onsite Warranty,"Product: CHUWI, Brand: CHUWI, Rating: 3.7, Price: ₹16490, Processor: Intel Celeron Dual Core Processor (11th Gen), RAM: 8GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.39 kg kg, Warranty: 1 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP OMEN,Intel Core i 7 Processor (14th Gen)16 GB DDR 5 RAMWindows 11 Operating System 1 TB SSD 40.89 cm (16.1 inch) Display 1 Year Onsite Warranty,4.1,109990,6 cell,2.32 Kg,HP True Vision 1080p FHD IR camera with temporal noise reduction,40.89 cm (16.1 inch),HP,Intel Core i 7 Processor (14th Gen),16 GB,DDR,Windows 11,1 TB SSD,40.89 cm (16.1 inch),1 Year Onsite Warranty,"Product: HP OMEN, Brand: HP, Rating: 4.1, Price: ₹109990, Processor: Intel Core i 7 Processor (14th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 2.32 Kg kg, Warranty: 1 Year Onsite Warranty"
ASUS Vivobook 15,"Intel Core i 3 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year 1 Year Onsite Warranty",4.4,37990,3-cell,1.70 Kg,720p HD camera with privacy shutter,39.62 cm (15.6 inch),ASUS,Intel Core i 3 Processor (13th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.4, Price: ₹37990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: 1 Year Onsite Warranty"
